file,label,source,speaker,generator,language,group
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_306.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)
audio/human/LJSpeech/LJ018-0162.wav,0,LJSpeech,LJ,,en,LJSpeech::lj018-0162
audio/human/LJSpeech/LJ013-0054.wav,0,LJSpeech,LJ,,en,LJSpeech::lj013-0054
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_032.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::105 - sora 2 stuff
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/269 - UNHINGED CAILLOU Sora Compilation 2_022.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::269 - UNHINGED CAILLOU Sora Compilation 2
audio/human/CREMA-D/1027_ITS_NEU_XX.wav,0,CREMA-D,1027,,en,CREMA-D::actor::1027
audio/ai/garystafford/po_0030_part_007.flac,1,GaryStafford,,Amazon Polly,en,GaryStafford::ai::Amazon Polly::0030
audio/human/LJSpeech/LJ047-0091.wav,0,LJSpeech,LJ,,en,LJSpeech::lj047-0091
audio/human/garystafford/yt_0000_part_148.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0000
audio/ai/garystafford/hg_0012_part_005.flac,1,GaryStafford,,Kokoro,en,GaryStafford::ai::Kokoro::0012
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_280.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::068 - Hip Hop Sora 2 A.I Compilation
audio/ai/garystafford/hu_0002_part_003.flac,1,GaryStafford,,Hume AI,en,GaryStafford::ai::Hume AI::0002
audio/human/CREMA-D/1038_IEO_DIS_LO.wav,0,CREMA-D,1038,,en,CREMA-D::actor::1038
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/193 - Sora AI Lost Episode Analog Horror Compilation_072.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::193 - Sora AI Lost Episode Analog Horror Compilation
audio/human/CREMA-D/1062_MTI_NEU_XX.wav,0,CREMA-D,1062,,en,CREMA-D::actor::1062
audio/human/LJSpeech/LJ033-0060.wav,0,LJSpeech,LJ,,en,LJSpeech::lj033-0060
audio/human/CREMA-D/1079_MTI_FEA_XX.wav,0,CREMA-D,1079,,en,CREMA-D::actor::1079
audio/human/immy/Pathetic Loser Gooner Girlfriend Begs You To Stay With Her ASMR_058.wav,0,unknown,,,unknown,unknown::human::pathetic loser gooner girlfriend begs you to stay with her asmr_058
audio/ai/garystafford/el_0015_c_part_025.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0015_c
audio/human/CREMA-D/1049_IEO_ANG_MD.wav,0,CREMA-D,1049,,en,CREMA-D::actor::1049
audio/human/LJSpeech/LJ048-0039.wav,0,LJSpeech,LJ,,en,LJSpeech::lj048-0039
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_170.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::068 - Hip Hop Sora 2 A.I Compilation
audio/human/LJSpeech/LJ042-0222.wav,0,LJSpeech,LJ,,en,LJSpeech::lj042-0222
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids_109.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_004.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/009 - SpongeBob Classic Scene： Everyone Has Ulterior Motives._055.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::009 - SpongeBob Classic Scene： Everyone Has Ulterior Motives.
audio/human/LJSpeech/LJ042-0176.wav,0,LJSpeech,LJ,,en,LJSpeech::lj042-0176
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/092 - The Crossover You've Never Seen： How Did SpongeBob Get to Quahog？_049.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::092 - The Crossover You've Never Seen： How Did SpongeBob Get to Quahog？
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/030 - BEST SORA 2 AI MEMES EPISODE 5_055.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::030 - BEST SORA 2 AI MEMES EPISODE 5
audio/ai/garystafford/lv_0001_part_005.flac,1,GaryStafford,,Luvvoice,en,GaryStafford::ai::Luvvoice::0001
audio/human/LJSpeech/LJ016-0444.wav,0,LJSpeech,LJ,,en,LJSpeech::lj016-0444
audio/human/LJSpeech/LJ050-0220.wav,0,LJSpeech,LJ,,en,LJSpeech::lj050-0220
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_090.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::025 - He needs someone to save him 😭
audio/human/LJSpeech/LJ017-0030.wav,0,LJSpeech,LJ,,en,LJSpeech::lj017-0030
audio/ai/garystafford/el_0013_c_part_015.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0013_c
audio/human/CREMA-D/1030_IEO_DIS_MD.wav,0,CREMA-D,1030,,en,CREMA-D::actor::1030
audio/human/CREMA-D/1042_IWL_SAD_XX.wav,0,CREMA-D,1042,,en,CREMA-D::actor::1042
audio/human/LJSpeech/LJ029-0081.wav,0,LJSpeech,LJ,,en,LJSpeech::lj029-0081
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids_024.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids
audio/human/CREMA-D/1067_ITH_HAP_XX.wav,0,CREMA-D,1067,,en,CREMA-D::actor::1067
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/069 - Sora 2 - Family Guy, South Park, Spongebob, Donald Trump, and more! ｜ Al Cartoon Compilation #4_020.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::069 - Sora 2 - Family Guy, South Park, Spongebob, Donald Trump, and more! ｜ Al Cartoon Compilation #4"
audio/human/LJSpeech/LJ012-0256.wav,0,LJSpeech,LJ,,en,LJSpeech::lj012-0256
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/208 - Movie Studios in Yarn (Behind the Scenes)_012.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::208 - Movie Studios in Yarn (Behind the Scenes)
audio/human/CREMA-D/1060_IEO_DIS_LO.wav,0,CREMA-D,1060,,en,CREMA-D::actor::1060
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/011 - What If Cartoons Had Anime Openings - Sora 2 AI (Part 3)_020.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::011 - What If Cartoons Had Anime Openings - Sora 2 AI (Part 3)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_075.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)
audio/human/rekrap/Day in the Life of A Minecraft YouTuber_201.wav,0,unknown,,,unknown,unknown::human::day in the life of a minecraft youtuber_201
audio/human/LJSpeech/LJ017-0014.wav,0,LJSpeech,LJ,,en,LJSpeech::lj017-0014
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/264 - When Animated TV Channels Invade Theaters_023.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::264 - When Animated TV Channels Invade Theaters
audio/human/CREMA-D/1018_IOM_FEA_XX.wav,0,CREMA-D,1018,,en,CREMA-D::actor::1018
audio/human/LJSpeech/LJ047-0048.wav,0,LJSpeech,LJ,,en,LJSpeech::lj047-0048
audio/human/LJSpeech/LJ027-0006.wav,0,LJSpeech,LJ,,en,LJSpeech::lj027-0006
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_050.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)
audio/human/LJSpeech/LJ029-0085.wav,0,LJSpeech,LJ,,en,LJSpeech::lj029-0085
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/031 - Top 62 Sora 2 Clips That Will Blow Your Mind_058.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::031 - Top 62 Sora 2 Clips That Will Blow Your Mind
audio/human/LJSpeech/LJ015-0221.wav,0,LJSpeech,LJ,,en,LJSpeech::lj015-0221
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/291 - What If NETFLIX & DISNEY Faced Off？ ｜ AI Generated_031.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::291 - What If NETFLIX & DISNEY Faced Off？ ｜ AI Generated
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/135 - Unhinged Gumball AI Moments_166.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::135 - Unhinged Gumball AI Moments
audio/human/CREMA-D/1072_TAI_NEU_XX.wav,0,CREMA-D,1072,,en,CREMA-D::actor::1072
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_114.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/LJSpeech/LJ042-0229.wav,0,LJSpeech,LJ,,en,LJSpeech::lj042-0229
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/014 - Anime Videos Generated by SORA 2._017.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::014 - Anime Videos Generated by SORA 2.
audio/human/garystafford/yt_0003_part_011.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0003
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize_064.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_058.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::105 - sora 2 stuff
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/167 - AI Has LOST ALL CONTROL 💀 (Sora 2 Moments You Won’t Believe)_120.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::167 - AI Has LOST ALL CONTROL 💀 (Sora 2 Moments You Won’t Believe)
audio/human/CREMA-D/1037_WSI_FEA_XX.wav,0,CREMA-D,1037,,en,CREMA-D::actor::1037
audio/human/CREMA-D/1025_MTI_ANG_XX.wav,0,CREMA-D,1025,,en,CREMA-D::actor::1025
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_597.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/LJSpeech/LJ016-0067.wav,0,LJSpeech,LJ,,en,LJSpeech::lj016-0067
audio/human/CREMA-D/1031_IEO_ANG_MD.wav,0,CREMA-D,1031,,en,CREMA-D::actor::1031
audio/human/CREMA-D/1050_IEO_ANG_MD.wav,0,CREMA-D,1050,,en,CREMA-D::actor::1050
audio/human/CREMA-D/1046_WSI_FEA_XX.wav,0,CREMA-D,1046,,en,CREMA-D::actor::1046
audio/human/LJSpeech/LJ013-0087.wav,0,LJSpeech,LJ,,en,LJSpeech::lj013-0087
audio/human/LJSpeech/LJ017-0058.wav,0,LJSpeech,LJ,,en,LJSpeech::lj017-0058
audio/human/CREMA-D/1011_IEO_SAD_HI.wav,0,CREMA-D,1011,,en,CREMA-D::actor::1011
audio/human/CREMA-D/1060_MTI_ANG_XX.wav,0,CREMA-D,1060,,en,CREMA-D::actor::1060
audio/human/CREMA-D/1090_IWL_SAD_XX.wav,0,CREMA-D,1090,,en,CREMA-D::actor::1090
audio/human/CREMA-D/1059_MTI_SAD_XX.wav,0,CREMA-D,1059,,en,CREMA-D::actor::1059
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/283 - Peppa pig gets grounded Sora AI videos 235 subscriber special (MOST VIEWED)_025.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::283 - Peppa pig gets grounded Sora AI videos 235 subscriber special (MOST VIEWED)
audio/human/CREMA-D/1080_ITS_DIS_XX.wav,0,CREMA-D,1080,,en,CREMA-D::actor::1080
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_210.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::105 - sora 2 stuff
audio/human/CREMA-D/1047_IOM_NEU_XX.wav,0,CREMA-D,1047,,en,CREMA-D::actor::1047
audio/human/CREMA-D/1060_DFA_NEU_XX.wav,0,CREMA-D,1060,,en,CREMA-D::actor::1060
audio/human/LJSpeech/LJ018-0178.wav,0,LJSpeech,LJ,,en,LJSpeech::lj018-0178
audio/human/CREMA-D/1044_DFA_SAD_XX.wav,0,CREMA-D,1044,,en,CREMA-D::actor::1044
audio/human/LJSpeech/LJ022-0094.wav,0,LJSpeech,LJ,,en,LJSpeech::lj022-0094
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_328.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::025 - He needs someone to save him 😭
audio/human/CREMA-D/1047_TAI_SAD_XX.wav,0,CREMA-D,1047,,en,CREMA-D::actor::1047
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize_057.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/036 - How NOT to Recreate Movie Studio Intros_033.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::036 - How NOT to Recreate Movie Studio Intros
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_209.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::105 - sora 2 stuff
audio/human/LJSpeech/LJ028-0512.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0512
audio/human/CREMA-D/1066_ITH_ANG_XX.wav,0,CREMA-D,1066,,en,CREMA-D::actor::1066
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_133.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::230 - The Ultimate Spongebob Sora 2 Compilation
audio/human/CREMA-D/1050_TSI_SAD_XX.wav,0,CREMA-D,1050,,en,CREMA-D::actor::1050
audio/human/CREMA-D/1077_IOM_DIS_XX.wav,0,CREMA-D,1077,,en,CREMA-D::actor::1077
audio/human/CREMA-D/1037_WSI_ANG_XX.wav,0,CREMA-D,1037,,en,CREMA-D::actor::1037
audio/human/LJSpeech/LJ027-0113.wav,0,LJSpeech,LJ,,en,LJSpeech::lj027-0113
audio/human/LJSpeech/LJ028-0257.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0257
audio/human/LJSpeech/LJ033-0009.wav,0,LJSpeech,LJ,,en,LJSpeech::lj033-0009
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3_068.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3"
audio/human/beastboy/He Actually Resigned_013.wav,0,unknown,,,unknown,unknown::human::he actually resigned_013
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/277 - Original Cereals for Streaming Platforms_018.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::277 - Original Cereals for Streaming Platforms
audio/human/immy/Your BrainRot Girlfriend Got Too Silly ASMR_089.wav,0,unknown,,,unknown,unknown::human::your brainrot girlfriend got too silly asmr_089
audio/human/CREMA-D/1051_IWL_ANG_XX.wav,0,CREMA-D,1051,,en,CREMA-D::actor::1051
audio/human/LJSpeech/LJ035-0150.wav,0,LJSpeech,LJ,,en,LJSpeech::lj035-0150
audio/human/immy/Your BrainRot Girlfriend Got Too Silly ASMR_002.wav,0,unknown,,,unknown,unknown::human::your brainrot girlfriend got too silly asmr_002
audio/human/LJSpeech/LJ035-0076.wav,0,LJSpeech,LJ,,en,LJSpeech::lj035-0076
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/243 - SpongeBob Episode 1 ( The New Boss )_029.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::243 - SpongeBob Episode 1 ( The New Boss )
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/185 - Funny Reactions to Movie Studio Mystery Boxes!_017.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::185 - Funny Reactions to Movie Studio Mystery Boxes!
audio/human/CREMA-D/1087_IOM_DIS_XX.wav,0,CREMA-D,1087,,en,CREMA-D::actor::1087
audio/human/LJSpeech/LJ021-0066.wav,0,LJSpeech,LJ,,en,LJSpeech::lj021-0066
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_101.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)
audio/human/LJSpeech/LJ048-0070.wav,0,LJSpeech,LJ,,en,LJSpeech::lj048-0070
audio/human/LJSpeech/LJ021-0086.wav,0,LJSpeech,LJ,,en,LJSpeech::lj021-0086
audio/human/CREMA-D/1020_IEO_HAP_LO.wav,0,CREMA-D,1020,,en,CREMA-D::actor::1020
audio/human/CREMA-D/1040_IOM_ANG_XX.wav,0,CREMA-D,1040,,en,CREMA-D::actor::1040
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_438.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_121.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::025 - He needs someone to save him 😭
audio/human/LJSpeech/LJ048-0217.wav,0,LJSpeech,LJ,,en,LJSpeech::lj048-0217
audio/human/LJSpeech/LJ028-0187.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0187
audio/human/CREMA-D/1068_IEO_FEA_MD.wav,0,CREMA-D,1068,,en,CREMA-D::actor::1068
audio/human/LJSpeech/LJ014-0244.wav,0,LJSpeech,LJ,,en,LJSpeech::lj014-0244
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_250.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/031 - Top 62 Sora 2 Clips That Will Blow Your Mind_033.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::031 - Top 62 Sora 2 Clips That Will Blow Your Mind
audio/human/LJSpeech/LJ040-0217.wav,0,LJSpeech,LJ,,en,LJSpeech::lj040-0217
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/037 - south park special episode： DOOMED DAD (made by ai)_137.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::037 - south park special episode： DOOMED DAD (made by ai)
audio/human/CREMA-D/1057_DFA_HAP_XX.wav,0,CREMA-D,1057,,en,CREMA-D::actor::1057
audio/human/LJSpeech/LJ040-0036.wav,0,LJSpeech,LJ,,en,LJSpeech::lj040-0036
audio/human/CREMA-D/1043_IEO_DIS_HI.wav,0,CREMA-D,1043,,en,CREMA-D::actor::1043
audio/human/LJSpeech/LJ036-0061.wav,0,LJSpeech,LJ,,en,LJSpeech::lj036-0061
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids_096.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids
audio/human/LJSpeech/LJ035-0026.wav,0,LJSpeech,LJ,,en,LJSpeech::lj035-0026
audio/human/garystafford/yt_0009_part_077.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0009
audio/human/CREMA-D/1044_DFA_FEA_XX.wav,0,CREMA-D,1044,,en,CREMA-D::actor::1044
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/173 - BEST SORA 2 AI MEMES EPISODE 10_070.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::173 - BEST SORA 2 AI MEMES EPISODE 10
audio/human/LJSpeech/LJ026-0126.wav,0,LJSpeech,LJ,,en,LJSpeech::lj026-0126
audio/human/LJSpeech/LJ045-0155.wav,0,LJSpeech,LJ,,en,LJSpeech::lj045-0155
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/069 - Sora 2 - Family Guy, South Park, Spongebob, Donald Trump, and more! ｜ Al Cartoon Compilation #4_010.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::069 - Sora 2 - Family Guy, South Park, Spongebob, Donald Trump, and more! ｜ Al Cartoon Compilation #4"
audio/human/LJSpeech/LJ029-0103.wav,0,LJSpeech,LJ,,en,LJSpeech::lj029-0103
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/129 - Nickelodeon x CN x PBS Kids Mashup - AI Bumpers_020.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::129 - Nickelodeon x CN x PBS Kids Mashup - AI Bumpers
audio/human/LJSpeech/LJ025-0101.wav,0,LJSpeech,LJ,,en,LJSpeech::lj025-0101
audio/human/CREMA-D/1011_TAI_NEU_XX.wav,0,CREMA-D,1011,,en,CREMA-D::actor::1011
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/167 - AI Has LOST ALL CONTROL 💀 (Sora 2 Moments You Won’t Believe)_076.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::167 - AI Has LOST ALL CONTROL 💀 (Sora 2 Moments You Won’t Believe)
audio/human/LJSpeech/LJ029-0140.wav,0,LJSpeech,LJ,,en,LJSpeech::lj029-0140
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/169 - AI Has FINALLY LOST CONTROL 💀 (Sora 2 Moments Gone Way Too Far)_075.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::169 - AI Has FINALLY LOST CONTROL 💀 (Sora 2 Moments Gone Way Too Far)
audio/human/immy/pepis and hot sauce (anime girl dub)_033.wav,0,unknown,,,unknown,unknown::human::pepis and hot sauce (anime girl dub)_033
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_267.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_053.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/LJSpeech/LJ015-0254.wav,0,LJSpeech,LJ,,en,LJSpeech::lj015-0254
audio/ai/garystafford/sp_0002_part_001.flac,1,GaryStafford,,Speechify,en,GaryStafford::ai::Speechify::0002
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/192 - Lost Episodes Analog Horror Sora 2 (The Creepiest)_023.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::192 - Lost Episodes Analog Horror Sora 2 (The Creepiest)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/014 - Anime Videos Generated by SORA 2._119.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::014 - Anime Videos Generated by SORA 2.
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/269 - UNHINGED CAILLOU Sora Compilation 2_218.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::269 - UNHINGED CAILLOU Sora Compilation 2
audio/human/CREMA-D/1056_IEO_FEA_HI.wav,0,CREMA-D,1056,,en,CREMA-D::actor::1056
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/079 - Sora Ai S1E1_067.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::079 - Sora Ai S1E1
audio/human/immy/pepis and hot sauce (anime girl dub)_023.wav,0,unknown,,,unknown,unknown::human::pepis and hot sauce (anime girl dub)_023
audio/ai/garystafford/po_0032_c_part_013.flac,1,GaryStafford,,Amazon Polly,en,GaryStafford::ai::Amazon Polly::0032_c
audio/human/CREMA-D/1024_IWL_HAP_XX.wav,0,CREMA-D,1024,,en,CREMA-D::actor::1024
audio/human/CREMA-D/1003_IOM_NEU_XX.wav,0,CREMA-D,1003,,en,CREMA-D::actor::1003
audio/human/CREMA-D/1020_IEO_FEA_LO.wav,0,CREMA-D,1020,,en,CREMA-D::actor::1020
audio/human/LJSpeech/LJ038-0012.wav,0,LJSpeech,LJ,,en,LJSpeech::lj038-0012
audio/human/CREMA-D/1003_TIE_HAP_XX.wav,0,CREMA-D,1003,,en,CREMA-D::actor::1003
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3_056.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3"
audio/human/LJSpeech/LJ048-0273.wav,0,LJSpeech,LJ,,en,LJSpeech::lj048-0273
audio/ai/garystafford/sp_0005_part_008.flac,1,GaryStafford,,Speechify,en,GaryStafford::ai::Speechify::0005
audio/human/vishesh/ep1_066.wav,0,unknown,,,unknown,unknown::human::ep1_066
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_098.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::025 - He needs someone to save him 😭
audio/human/CREMA-D/1044_IEO_DIS_MD.wav,0,CREMA-D,1044,,en,CREMA-D::actor::1044
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/012 - BEST SORA 2 AI MEMES EPISODE 1_075.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::012 - BEST SORA 2 AI MEMES EPISODE 1
audio/human/LJSpeech/LJ034-0129.wav,0,LJSpeech,LJ,,en,LJSpeech::lj034-0129
audio/human/garystafford/yt_0009_part_215.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0009
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/126 - Sora 2 Ai Disney & Pixar Film Trailers Compilation_048.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::126 - Sora 2 Ai Disney & Pixar Film Trailers Compilation
audio/human/LJSpeech/LJ039-0143.wav,0,LJSpeech,LJ,,en,LJSpeech::lj039-0143
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_491.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/LJSpeech/LJ030-0254.wav,0,LJSpeech,LJ,,en,LJSpeech::lj030-0254
